STATISTIC,STATISTIC Label,TLIST(A1),Year,C02076V02508,Age Group,C02199V02655,Sex,UNIT,VALUE
PEA01,Population Estimates (Persons in April),1989,1989,610,80 - 84 years,2,Female,Thousand,28.2
PEA01,Population Estimates (Persons in April),1989,1989,630,85 years and over,-,Both sexes,Thousand,28
PEA01,Population Estimates (Persons in April),1989,1989,630,85 years and over,1,Male,Thousand,8.6
PEA01,Population Estimates (Persons in April),1989,1989,630,85 years and over,2,Female,Thousand,19.4
PEA01,Population Estimates (Persons in April),1990,1990,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1990,1990,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1990,1990,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1990,1990,245,5 - 9 years,-,Both sexes,Thousand,328.7
PEA01,Population Estimates (Persons in April),1990,1990,245,5 - 9 years,1,Male,Thousand,169
PEA01,Population Estimates (Persons in April),1990,1990,245,5 - 9 years,2,Female,Thousand,159.7
PEA01,Population Estimates (Persons in April),1990,1990,265,10 - 14 years,-,Both sexes,Thousand,343.7
PEA01,Population Estimates (Persons in April),1990,1990,265,10 - 14 years,1,Male,Thousand,176.4
PEA01,Population Estimates (Persons in April),1990,1990,265,10 - 14 years,2,Female,Thousand,167.2
PEA01,Population Estimates (Persons in April),1990,1990,300,15 - 19 years,-,Both sexes,Thousand,328.3
PEA01,Population Estimates (Persons in April),1990,1990,300,15 - 19 years,1,Male,Thousand,167.3
PEA01,Population Estimates (Persons in April),1990,1990,300,15 - 19 years,2,Female,Thousand,161
PEA01,Population Estimates (Persons in April),1990,1990,365,20 - 24 years,-,Both sexes,Thousand,265.8
PEA01,Population Estimates (Persons in April),1990,1990,365,20 - 24 years,1,Male,Thousand,135.8
PEA01,Population Estimates (Persons in April),1990,1990,365,20 - 24 years,2,Female,Thousand,130
PEA01,Population Estimates (Persons in April),1990,1990,410,25 - 29 years,-,Both sexes,Thousand,246.1
PEA01,Population Estimates (Persons in April),1990,1990,410,25 - 29 years,1,Male,Thousand,120.4
PEA01,Population Estimates (Persons in April),1990,1990,410,25 - 29 years,2,Female,Thousand,125.7
PEA01,Population Estimates (Persons in April),1990,1990,440,30 - 34 years,-,Both sexes,Thousand,243.2
PEA01,Population Estimates (Persons in April),1990,1990,440,30 - 34 years,1,Male,Thousand,119.7
PEA01,Population Estimates (Persons in April),1990,1990,440,30 - 34 years,2,Female,Thousand,123.5
PEA01,Population Estimates (Persons in April),1990,1990,460,35 - 39 years,-,Both sexes,Thousand,237.9
PEA01,Population Estimates (Persons in April),1990,1990,460,35 - 39 years,1,Male,Thousand,119.7
PEA01,Population Estimates (Persons in April),1990,1990,460,35 - 39 years,2,Female,Thousand,118.2
PEA01,Population Estimates (Persons in April),1990,1990,475,40 - 44 years,-,Both sexes,Thousand,221.9
PEA01,Population Estimates (Persons in April),1990,1990,475,40 - 44 years,1,Male,Thousand,112
PEA01,Population Estimates (Persons in April),1990,1990,475,40 - 44 years,2,Female,Thousand,109.9
PEA01,Population Estimates (Persons in April),1990,1990,495,45 - 49 years,-,Both sexes,Thousand,177.8
PEA01,Population Estimates (Persons in April),1990,1990,495,45 - 49 years,1,Male,Thousand,90.6
PEA01,Population Estimates (Persons in April),1990,1990,495,45 - 49 years,2,Female,Thousand,87.1
PEA01,Population Estimates (Persons in April),1990,1990,515,50 - 54 years,-,Both sexes,Thousand,154.4
PEA01,Population Estimates (Persons in April),1990,1990,515,50 - 54 years,1,Male,Thousand,78.2
PEA01,Population Estimates (Persons in April),1990,1990,515,50 - 54 years,2,Female,Thousand,76.2
PEA01,Population Estimates (Persons in April),1990,1990,530,55 - 59 years,-,Both sexes,Thousand,141.5
PEA01,Population Estimates (Persons in April),1990,1990,530,55 - 59 years,1,Male,Thousand,71.1
PEA01,Population Estimates (Persons in April),1990,1990,530,55 - 59 years,2,Female,Thousand,70.4
PEA01,Population Estimates (Persons in April),1990,1990,550,60 - 64 years,-,Both sexes,Thousand,134.4
PEA01,Population Estimates (Persons in April),1990,1990,550,60 - 64 years,1,Male,Thousand,64.9
PEA01,Population Estimates (Persons in April),1990,1990,550,60 - 64 years,2,Female,Thousand,69.5
PEA01,Population Estimates (Persons in April),1990,1990,565,65 - 69 years,-,Both sexes,Thousand,132.3
PEA01,Population Estimates (Persons in April),1990,1990,565,65 - 69 years,1,Male,Thousand,61.9
PEA01,Population Estimates (Persons in April),1990,1990,565,65 - 69 years,2,Female,Thousand,70.4
PEA01,Population Estimates (Persons in April),1990,1990,580,70 - 74 years,-,Both sexes,Thousand,107.8
PEA01,Population Estimates (Persons in April),1990,1990,580,70 - 74 years,1,Male,Thousand,48.9
PEA01,Population Estimates (Persons in April),1990,1990,580,70 - 74 years,2,Female,Thousand,59
PEA01,Population Estimates (Persons in April),1990,1990,595,75 - 79 years,-,Both sexes,Thousand,84.5
PEA01,Population Estimates (Persons in April),1990,1990,595,75 - 79 years,1,Male,Thousand,35.9
PEA01,Population Estimates (Persons in April),1990,1990,595,75 - 79 years,2,Female,Thousand,48.5
PEA01,Population Estimates (Persons in April),1990,1990,610,80 - 84 years,-,Both sexes,Thousand,47.1
PEA01,Population Estimates (Persons in April),1990,1990,610,80 - 84 years,1,Male,Thousand,18
PEA01,Population Estimates (Persons in April),1990,1990,610,80 - 84 years,2,Female,Thousand,29.1
PEA01,Population Estimates (Persons in April),1990,1990,630,85 years and over,-,Both sexes,Thousand,28.3
PEA01,Population Estimates (Persons in April),1990,1990,630,85 years and over,1,Male,Thousand,8.6
PEA01,Population Estimates (Persons in April),1990,1990,630,85 years and over,2,Female,Thousand,19.7
PEA01,Population Estimates (Persons in April),1991,1991,205,0 - 4 years,-,Both sexes,Thousand,273.7
PEA01,Population Estimates (Persons in April),1991,1991,205,0 - 4 years,1,Male,Thousand,140.6
PEA01,Population Estimates (Persons in April),1991,1991,205,0 - 4 years,2,Female,Thousand,133.8
PEA01,Population Estimates (Persons in April),1991,1991,245,5 - 9 years,-,Both sexes,Thousand,318.5
PEA01,Population Estimates (Persons in April),1991,1991,245,5 - 9 years,1,Male,Thousand,163.3
PEA01,Population Estimates (Persons in April),1991,1991,245,5 - 9 years,2,Female,Thousand,155.2
PEA01,Population Estimates (Persons in April),1991,1991,265,10 - 14 years,-,Both sexes,Thousand,348.3
PEA01,Population Estimates (Persons in April),1991,1991,265,10 - 14 years,1,Male,Thousand,178.9
PEA01,Population Estimates (Persons in April),1991,1991,265,10 - 14 years,2,Female,Thousand,169.4
PEA01,Population Estimates (Persons in April),1991,1991,300,15 - 19 years,-,Both sexes,Thousand,335
PEA01,Population Estimates (Persons in April),1991,1991,300,15 - 19 years,1,Male,Thousand,171.4
PEA01,Population Estimates (Persons in April),1991,1991,300,15 - 19 years,2,Female,Thousand,163.6
PEA01,Population Estimates (Persons in April),1991,1991,365,20 - 24 years,-,Both sexes,Thousand,266.6
PEA01,Population Estimates (Persons in April),1991,1991,365,20 - 24 years,1,Male,Thousand,136.5
PEA01,Population Estimates (Persons in April),1991,1991,365,20 - 24 years,2,Female,Thousand,130.1
PEA01,Population Estimates (Persons in April),1991,1991,410,25 - 29 years,-,Both sexes,Thousand,246.3
PEA01,Population Estimates (Persons in April),1991,1991,410,25 - 29 years,1,Male,Thousand,120.7
PEA01,Population Estimates (Persons in April),1991,1991,410,25 - 29 years,2,Female,Thousand,125.7
PEA01,Population Estimates (Persons in April),1991,1991,440,30 - 34 years,-,Both sexes,Thousand,249.1
PEA01,Population Estimates (Persons in April),1991,1991,440,30 - 34 years,1,Male,Thousand,123.2
PEA01,Population Estimates (Persons in April),1991,1991,440,30 - 34 years,2,Female,Thousand,125.9
PEA01,Population Estimates (Persons in April),1991,1991,460,35 - 39 years,-,Both sexes,Thousand,237.9
PEA01,Population Estimates (Persons in April),1991,1991,460,35 - 39 years,1,Male,Thousand,118.7
PEA01,Population Estimates (Persons in April),1991,1991,460,35 - 39 years,2,Female,Thousand,119.2
PEA01,Population Estimates (Persons in April),1991,1991,475,40 - 44 years,-,Both sexes,Thousand,225.7
PEA01,Population Estimates (Persons in April),1991,1991,475,40 - 44 years,1,Male,Thousand,113.9
PEA01,Population Estimates (Persons in April),1991,1991,475,40 - 44 years,2,Female,Thousand,111.8
PEA01,Population Estimates (Persons in April),1991,1991,495,45 - 49 years,-,Both sexes,Thousand,187.8
PEA01,Population Estimates (Persons in April),1991,1991,495,45 - 49 years,1,Male,Thousand,95.4
PEA01,Population Estimates (Persons in April),1991,1991,495,45 - 49 years,2,Female,Thousand,92.3
PEA01,Population Estimates (Persons in April),1991,1991,515,50 - 54 years,-,Both sexes,Thousand,156.8
PEA01,Population Estimates (Persons in April),1991,1991,515,50 - 54 years,1,Male,Thousand,79.9
PEA01,Population Estimates (Persons in April),1991,1991,515,50 - 54 years,2,Female,Thousand,76.9
PEA01,Population Estimates (Persons in April),1991,1991,530,55 - 59 years,-,Both sexes,Thousand,142.5
PEA01,Population Estimates (Persons in April),1991,1991,530,55 - 59 years,1,Male,Thousand,71.7
PEA01,Population Estimates (Persons in April),1991,1991,530,55 - 59 years,2,Female,Thousand,70.9
PEA01,Population Estimates (Persons in April),1991,1991,550,60 - 64 years,-,Both sexes,Thousand,134.6
PEA01,Population Estimates (Persons in April),1991,1991,550,60 - 64 years,1,Male,Thousand,65.6
PEA01,Population Estimates (Persons in April),1991,1991,550,60 - 64 years,2,Female,Thousand,69
PEA01,Population Estimates (Persons in April),1991,1991,565,65 - 69 years,-,Both sexes,Thousand,130.8
PEA01,Population Estimates (Persons in April),1991,1991,565,65 - 69 years,1,Male,Thousand,61
PEA01,Population Estimates (Persons in April),1991,1991,565,65 - 69 years,2,Female,Thousand,69.8
PEA01,Population Estimates (Persons in April),1991,1991,580,70 - 74 years,-,Both sexes,Thousand,109.3
PEA01,Population Estimates (Persons in April),1991,1991,580,70 - 74 years,1,Male,Thousand,49.2
PEA01,Population Estimates (Persons in April),1991,1991,580,70 - 74 years,2,Female,Thousand,60.1
PEA01,Population Estimates (Persons in April),1991,1991,595,75 - 79 years,-,Both sexes,Thousand,84.1
PEA01,Population Estimates (Persons in April),1991,1991,595,75 - 79 years,1,Male,Thousand,35.7
PEA01,Population Estimates (Persons in April),1991,1991,595,75 - 79 years,2,Female,Thousand,48.4
PEA01,Population Estimates (Persons in April),1991,1991,610,80 - 84 years,-,Both sexes,Thousand,49.3
PEA01,Population Estimates (Persons in April),1991,1991,610,80 - 84 years,1,Male,Thousand,19
PEA01,Population Estimates (Persons in April),1991,1991,610,80 - 84 years,2,Female,Thousand,30.3
PEA01,Population Estimates (Persons in April),1991,1991,630,85 years and over,-,Both sexes,Thousand,29.4
PEA01,Population Estimates (Persons in April),1991,1991,630,85 years and over,1,Male,Thousand,8.9
PEA01,Population Estimates (Persons in April),1991,1991,630,85 years and over,2,Female,Thousand,20.5
PEA01,Population Estimates (Persons in April),1992,1992,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1992,1992,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1992,1992,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1992,1992,245,5 - 9 years,-,Both sexes,Thousand,310.7
PEA01,Population Estimates (Persons in April),1992,1992,245,5 - 9 years,1,Male,Thousand,159.6
PEA01,Population Estimates (Persons in April),1992,1992,245,5 - 9 years,2,Female,Thousand,151.1
PEA01,Population Estimates (Persons in April),1992,1992,265,10 - 14 years,-,Both sexes,Thousand,350.7
PEA01,Population Estimates (Persons in April),1992,1992,265,10 - 14 years,1,Male,Thousand,180.3
PEA01,Population Estimates (Persons in April),1992,1992,265,10 - 14 years,2,Female,Thousand,170.4
PEA01,Population Estimates (Persons in April),1992,1992,300,15 - 19 years,-,Both sexes,Thousand,333.3
PEA01,Population Estimates (Persons in April),1992,1992,300,15 - 19 years,1,Male,Thousand,170.7
PEA01,Population Estimates (Persons in April),1992,1992,300,15 - 19 years,2,Female,Thousand,162.5
PEA01,Population Estimates (Persons in April),1992,1992,365,20 - 24 years,-,Both sexes,Thousand,276.9
PEA01,Population Estimates (Persons in April),1992,1992,365,20 - 24 years,1,Male,Thousand,142.3
PEA01,Population Estimates (Persons in April),1992,1992,365,20 - 24 years,2,Female,Thousand,134.7
PEA01,Population Estimates (Persons in April),1992,1992,410,25 - 29 years,-,Both sexes,Thousand,247.1
PEA01,Population Estimates (Persons in April),1992,1992,410,25 - 29 years,1,Male,Thousand,121.1
PEA01,Population Estimates (Persons in April),1992,1992,410,25 - 29 years,2,Female,Thousand,126
PEA01,Population Estimates (Persons in April),1992,1992,440,30 - 34 years,-,Both sexes,Thousand,253.5
PEA01,Population Estimates (Persons in April),1992,1992,440,30 - 34 years,1,Male,Thousand,125.6
PEA01,Population Estimates (Persons in April),1992,1992,440,30 - 34 years,2,Female,Thousand,127.9
PEA01,Population Estimates (Persons in April),1992,1992,460,35 - 39 years,-,Both sexes,Thousand,241.5
PEA01,Population Estimates (Persons in April),1992,1992,460,35 - 39 years,1,Male,Thousand,120
PEA01,Population Estimates (Persons in April),1992,1992,460,35 - 39 years,2,Female,Thousand,121.6
PEA01,Population Estimates (Persons in April),1992,1992,475,40 - 44 years,-,Both sexes,Thousand,228.6
PEA01,Population Estimates (Persons in April),1992,1992,475,40 - 44 years,1,Male,Thousand,114.9
PEA01,Population Estimates (Persons in April),1992,1992,475,40 - 44 years,2,Female,Thousand,113.6
PEA01,Population Estimates (Persons in April),1992,1992,495,45 - 49 years,-,Both sexes,Thousand,199
PEA01,Population Estimates (Persons in April),1992,1992,495,45 - 49 years,1,Male,Thousand,101.3
PEA01,Population Estimates (Persons in April),1992,1992,495,45 - 49 years,2,Female,Thousand,97.7
PEA01,Population Estimates (Persons in April),1992,1992,515,50 - 54 years,-,Both sexes,Thousand,158.6
PEA01,Population Estimates (Persons in April),1992,1992,515,50 - 54 years,1,Male,Thousand,81
PEA01,Population Estimates (Persons in April),1992,1992,515,50 - 54 years,2,Female,Thousand,77.6
PEA01,Population Estimates (Persons in April),1992,1992,530,55 - 59 years,-,Both sexes,Thousand,144.8
PEA01,Population Estimates (Persons in April),1992,1992,530,55 - 59 years,1,Male,Thousand,72.8
PEA01,Population Estimates (Persons in April),1992,1992,530,55 - 59 years,2,Female,Thousand,72.1
PEA01,Population Estimates (Persons in April),1992,1992,550,60 - 64 years,-,Both sexes,Thousand,134.6
PEA01,Population Estimates (Persons in April),1992,1992,550,60 - 64 years,1,Male,Thousand,66.2
PEA01,Population Estimates (Persons in April),1992,1992,550,60 - 64 years,2,Female,Thousand,68.4
PEA01,Population Estimates (Persons in April),1992,1992,565,65 - 69 years,-,Both sexes,Thousand,130.2
PEA01,Population Estimates (Persons in April),1992,1992,565,65 - 69 years,1,Male,Thousand,60.6
PEA01,Population Estimates (Persons in April),1992,1992,565,65 - 69 years,2,Female,Thousand,69.7
PEA01,Population Estimates (Persons in April),1992,1992,580,70 - 74 years,-,Both sexes,Thousand,110.3
PEA01,Population Estimates (Persons in April),1992,1992,580,70 - 74 years,1,Male,Thousand,49.6
PEA01,Population Estimates (Persons in April),1992,1992,580,70 - 74 years,2,Female,Thousand,60.7
PEA01,Population Estimates (Persons in April),1992,1992,595,75 - 79 years,-,Both sexes,Thousand,83.6
PEA01,Population Estimates (Persons in April),1992,1992,595,75 - 79 years,1,Male,Thousand,35.3
PEA01,Population Estimates (Persons in April),1992,1992,595,75 - 79 years,2,Female,Thousand,48.3
PEA01,Population Estimates (Persons in April),1992,1992,610,80 - 84 years,-,Both sexes,Thousand,51.6
PEA01,Population Estimates (Persons in April),1992,1992,610,80 - 84 years,1,Male,Thousand,20.1
PEA01,Population Estimates (Persons in April),1992,1992,610,80 - 84 years,2,Female,Thousand,31.5
PEA01,Population Estimates (Persons in April),1992,1992,630,85 years and over,-,Both sexes,Thousand,30.1
PEA01,Population Estimates (Persons in April),1992,1992,630,85 years and over,1,Male,Thousand,9
PEA01,Population Estimates (Persons in April),1992,1992,630,85 years and over,2,Female,Thousand,21.1
PEA01,Population Estimates (Persons in April),1993,1993,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1993,1993,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1993,1993,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1993,1993,245,5 - 9 years,-,Both sexes,Thousand,302.6
PEA01,Population Estimates (Persons in April),1993,1993,245,5 - 9 years,1,Male,Thousand,155.2
PEA01,Population Estimates (Persons in April),1993,1993,245,5 - 9 years,2,Female,Thousand,147.3
PEA01,Population Estimates (Persons in April),1993,1993,265,10 - 14 years,-,Both sexes,Thousand,349.9
PEA01,Population Estimates (Persons in April),1993,1993,265,10 - 14 years,1,Male,Thousand,179.8
PEA01,Population Estimates (Persons in April),1993,1993,265,10 - 14 years,2,Female,Thousand,170.1
PEA01,Population Estimates (Persons in April),1993,1993,300,15 - 19 years,-,Both sexes,Thousand,330.5
PEA01,Population Estimates (Persons in April),1993,1993,300,15 - 19 years,1,Male,Thousand,169.4
PEA01,Population Estimates (Persons in April),1993,1993,300,15 - 19 years,2,Female,Thousand,161
PEA01,Population Estimates (Persons in April),1993,1993,365,20 - 24 years,-,Both sexes,Thousand,285.4
PEA01,Population Estimates (Persons in April),1993,1993,365,20 - 24 years,1,Male,Thousand,146.8
PEA01,Population Estimates (Persons in April),1993,1993,365,20 - 24 years,2,Female,Thousand,138.6
PEA01,Population Estimates (Persons in April),1993,1993,410,25 - 29 years,-,Both sexes,Thousand,246.5
PEA01,Population Estimates (Persons in April),1993,1993,410,25 - 29 years,1,Male,Thousand,121.5
PEA01,Population Estimates (Persons in April),1993,1993,410,25 - 29 years,2,Female,Thousand,125
PEA01,Population Estimates (Persons in April),1993,1993,440,30 - 34 years,-,Both sexes,Thousand,256.1
PEA01,Population Estimates (Persons in April),1993,1993,440,30 - 34 years,1,Male,Thousand,126.1
PEA01,Population Estimates (Persons in April),1993,1993,440,30 - 34 years,2,Female,Thousand,130
PEA01,Population Estimates (Persons in April),1993,1993,460,35 - 39 years,-,Both sexes,Thousand,244.1
PEA01,Population Estimates (Persons in April),1993,1993,460,35 - 39 years,1,Male,Thousand,121
PEA01,Population Estimates (Persons in April),1993,1993,460,35 - 39 years,2,Female,Thousand,123.1
PEA01,Population Estimates (Persons in April),1993,1993,475,40 - 44 years,-,Both sexes,Thousand,232.3
PEA01,Population Estimates (Persons in April),1993,1993,475,40 - 44 years,1,Male,Thousand,116.8
PEA01,Population Estimates (Persons in April),1993,1993,475,40 - 44 years,2,Female,Thousand,115.5
PEA01,Population Estimates (Persons in April),1993,1993,495,45 - 49 years,-,Both sexes,Thousand,207.7
PEA01,Population Estimates (Persons in April),1993,1993,495,45 - 49 years,1,Male,Thousand,105.8
PEA01,Population Estimates (Persons in April),1993,1993,495,45 - 49 years,2,Female,Thousand,101.9
PEA01,Population Estimates (Persons in April),1993,1993,515,50 - 54 years,-,Both sexes,Thousand,165.1
PEA01,Population Estimates (Persons in April),1993,1993,515,50 - 54 years,1,Male,Thousand,84.1
PEA01,Population Estimates (Persons in April),1993,1993,515,50 - 54 years,2,Female,Thousand,81
PEA01,Population Estimates (Persons in April),1993,1993,530,55 - 59 years,-,Both sexes,Thousand,145.3
PEA01,Population Estimates (Persons in April),1993,1993,530,55 - 59 years,1,Male,Thousand,73.2
PEA01,Population Estimates (Persons in April),1993,1993,530,55 - 59 years,2,Female,Thousand,72.1
PEA01,Population Estimates (Persons in April),1993,1993,550,60 - 64 years,-,Both sexes,Thousand,136.2
PEA01,Population Estimates (Persons in April),1993,1993,550,60 - 64 years,1,Male,Thousand,67.3
PEA01,Population Estimates (Persons in April),1993,1993,550,60 - 64 years,2,Female,Thousand,69
PEA01,Population Estimates (Persons in April),1993,1993,565,65 - 69 years,-,Both sexes,Thousand,128.2
PEA01,Population Estimates (Persons in April),1993,1993,565,65 - 69 years,1,Male,Thousand,59.9
PEA01,Population Estimates (Persons in April),1993,1993,565,65 - 69 years,2,Female,Thousand,68.3
PEA01,Population Estimates (Persons in April),1993,1993,580,70 - 74 years,-,Both sexes,Thousand,113.3
PEA01,Population Estimates (Persons in April),1993,1993,580,70 - 74 years,1,Male,Thousand,50.8
PEA01,Population Estimates (Persons in April),1993,1993,580,70 - 74 years,2,Female,Thousand,62.6
PEA01,Population Estimates (Persons in April),1993,1993,595,75 - 79 years,-,Both sexes,Thousand,81.8
PEA01,Population Estimates (Persons in April),1993,1993,595,75 - 79 years,1,Male,Thousand,34.3
PEA01,Population Estimates (Persons in April),1993,1993,595,75 - 79 years,2,Female,Thousand,47.4
PEA01,Population Estimates (Persons in April),1993,1993,610,80 - 84 years,-,Both sexes,Thousand,53.6
PEA01,Population Estimates (Persons in April),1993,1993,610,80 - 84 years,1,Male,Thousand,20.9
PEA01,Population Estimates (Persons in April),1993,1993,610,80 - 84 years,2,Female,Thousand,32.7
PEA01,Population Estimates (Persons in April),1993,1993,630,85 years and over,-,Both sexes,Thousand,31.1
PEA01,Population Estimates (Persons in April),1993,1993,630,85 years and over,1,Male,Thousand,9.2
PEA01,Population Estimates (Persons in April),1993,1993,630,85 years and over,2,Female,Thousand,21.8
PEA01,Population Estimates (Persons in April),1994,1994,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1994,1994,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1994,1994,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1994,1994,245,5 - 9 years,-,Both sexes,Thousand,293.4
PEA01,Population Estimates (Persons in April),1994,1994,245,5 - 9 years,1,Male,Thousand,150.5
PEA01,Population Estimates (Persons in April),1994,1994,245,5 - 9 years,2,Female,Thousand,143
PEA01,Population Estimates (Persons in April),1994,1994,265,10 - 14 years,-,Both sexes,Thousand,344.9
PEA01,Population Estimates (Persons in April),1994,1994,265,10 - 14 years,1,Male,Thousand,177.8
PEA01,Population Estimates (Persons in April),1994,1994,265,10 - 14 years,2,Female,Thousand,167.2
PEA01,Population Estimates (Persons in April),1994,1994,300,15 - 19 years,-,Both sexes,Thousand,331
PEA01,Population Estimates (Persons in April),1994,1994,300,15 - 19 years,1,Male,Thousand,169.2
PEA01,Population Estimates (Persons in April),1994,1994,300,15 - 19 years,2,Female,Thousand,161.8
PEA01,Population Estimates (Persons in April),1994,1994,365,20 - 24 years,-,Both sexes,Thousand,290.1
PEA01,Population Estimates (Persons in April),1994,1994,365,20 - 24 years,1,Male,Thousand,148.9
PEA01,Population Estimates (Persons in April),1994,1994,365,20 - 24 years,2,Female,Thousand,141.2
PEA01,Population Estimates (Persons in April),1994,1994,410,25 - 29 years,-,Both sexes,Thousand,247.3
PEA01,Population Estimates (Persons in April),1994,1994,410,25 - 29 years,1,Male,Thousand,123.1
PEA01,Population Estimates (Persons in April),1994,1994,410,25 - 29 years,2,Female,Thousand,124.2
PEA01,Population Estimates (Persons in April),1994,1994,440,30 - 34 years,-,Both sexes,Thousand,257.8
PEA01,Population Estimates (Persons in April),1994,1994,440,30 - 34 years,1,Male,Thousand,125.9
PEA01,Population Estimates (Persons in April),1994,1994,440,30 - 34 years,2,Female,Thousand,131.9
PEA01,Population Estimates (Persons in April),1994,1994,460,35 - 39 years,-,Both sexes,Thousand,247.4
PEA01,Population Estimates (Persons in April),1994,1994,460,35 - 39 years,1,Male,Thousand,122.6
PEA01,Population Estimates (Persons in April),1994,1994,460,35 - 39 years,2,Female,Thousand,124.8
PEA01,Population Estimates (Persons in April),1994,1994,475,40 - 44 years,-,Both sexes,Thousand,234
PEA01,Population Estimates (Persons in April),1994,1994,475,40 - 44 years,1,Male,Thousand,117.5
PEA01,Population Estimates (Persons in April),1994,1994,475,40 - 44 years,2,Female,Thousand,116.5
PEA01,Population Estimates (Persons in April),1994,1994,495,45 - 49 years,-,Both sexes,Thousand,215.8
PEA01,Population Estimates (Persons in April),1994,1994,495,45 - 49 years,1,Male,Thousand,109.5
PEA01,Population Estimates (Persons in April),1994,1994,495,45 - 49 years,2,Female,Thousand,106.3
PEA01,Population Estimates (Persons in April),1994,1994,515,50 - 54 years,-,Both sexes,Thousand,170.6
PEA01,Population Estimates (Persons in April),1994,1994,515,50 - 54 years,1,Male,Thousand,86.9
PEA01,Population Estimates (Persons in April),1994,1994,515,50 - 54 years,2,Female,Thousand,83.7
PEA01,Population Estimates (Persons in April),1994,1994,530,55 - 59 years,-,Both sexes,Thousand,147.9
PEA01,Population Estimates (Persons in April),1994,1994,530,55 - 59 years,1,Male,Thousand,74.4
PEA01,Population Estimates (Persons in April),1994,1994,530,55 - 59 years,2,Female,Thousand,73.6
PEA01,Population Estimates (Persons in April),1994,1994,550,60 - 64 years,-,Both sexes,Thousand,136.7
PEA01,Population Estimates (Persons in April),1994,1994,550,60 - 64 years,1,Male,Thousand,67.9
PEA01,Population Estimates (Persons in April),1994,1994,550,60 - 64 years,2,Female,Thousand,68.9
PEA01,Population Estimates (Persons in April),1994,1994,565,65 - 69 years,-,Both sexes,Thousand,126.9
PEA01,Population Estimates (Persons in April),1994,1994,565,65 - 69 years,1,Male,Thousand,59.5
PEA01,Population Estimates (Persons in April),1994,1994,565,65 - 69 years,2,Female,Thousand,67.4
PEA01,Population Estimates (Persons in April),1994,1994,580,70 - 74 years,-,Both sexes,Thousand,113.9
PEA01,Population Estimates (Persons in April),1994,1994,580,70 - 74 years,1,Male,Thousand,51
PEA01,Population Estimates (Persons in April),1994,1994,580,70 - 74 years,2,Female,Thousand,62.9
PEA01,Population Estimates (Persons in April),1994,1994,595,75 - 79 years,-,Both sexes,Thousand,81.7
PEA01,Population Estimates (Persons in April),1994,1994,595,75 - 79 years,1,Male,Thousand,34.3
PEA01,Population Estimates (Persons in April),1994,1994,595,75 - 79 years,2,Female,Thousand,47.5
PEA01,Population Estimates (Persons in April),1994,1994,610,80 - 84 years,-,Both sexes,Thousand,54.6
PEA01,Population Estimates (Persons in April),1994,1994,610,80 - 84 years,1,Male,Thousand,21.1
PEA01,Population Estimates (Persons in April),1994,1994,610,80 - 84 years,2,Female,Thousand,33.5
PEA01,Population Estimates (Persons in April),1994,1994,630,85 years and over,-,Both sexes,Thousand,31.5
PEA01,Population Estimates (Persons in April),1994,1994,630,85 years and over,1,Male,Thousand,9.3
PEA01,Population Estimates (Persons in April),1994,1994,630,85 years and over,2,Female,Thousand,22.2
PEA01,Population Estimates (Persons in April),1995,1995,205,0 - 4 years,-,Both sexes,Thousand,
PEA01,Population Estimates (Persons in April),1995,1995,205,0 - 4 years,1,Male,Thousand,
PEA01,Population Estimates (Persons in April),1995,1995,205,0 - 4 years,2,Female,Thousand,
PEA01,Population Estimates (Persons in April),1995,1995,245,5 - 9 years,-,Both sexes,Thousand,287.3
PEA01,Population Estimates (Persons in April),1995,1995,245,5 - 9 years,1,Male,Thousand,147.3
PEA01,Population Estimates (Persons in April),1995,1995,245,5 - 9 years,2,Female,Thousand,139.9
PEA01,Population Estimates (Persons in April),1995,1995,265,10 - 14 years,-,Both sexes,Thousand,335.2
PEA01,Population Estimates (Persons in April),1995,1995,265,10 - 14 years,1,Male,Thousand,172.4
PEA01,Population Estimates (Persons in April),1995,1995,265,10 - 14 years,2,Female,Thousand,162.7
PEA01,Population Estimates (Persons in April),1995,1995,300,15 - 19 years,-,Both sexes,Thousand,335.2
PEA01,Population Estimates (Persons in April),1995,1995,300,15 - 19 years,1,Male,Thousand,171.4
PEA01,Population Estimates (Persons in April),1995,1995,300,15 - 19 years,2,Female,Thousand,163.8
PEA01,Population Estimates (Persons in April),1995,1995,365,20 - 24 years,-,Both sexes,Thousand,290.4
